LA,URN,NTEA,NTEAAS,NNONTEA,NFTETEA,NFTETEAAS,NFTENONTEA,RATPUPTEA,SALARY
306,140045,20,18,8,18.2,9.6,5.7,19.0,35967
306,101736,31,27,6,29.8,17.6,4.5,16.3,35734
306,140208,3,2,1,3.0,1.9,1.0,20.0,41303
306,101739,22,22,7,17.7,12.5,3.7,20.3,37425
306,136769,30,36,6,29.8,21.1,5.7,21.0,35013
306,136565,17,17,18,12.8,13.9,9.4,25.5,27898
306,136564,22,30,19,16.7,19.5,9.8,22.5,27788
306,101745,21,19,5,17.8,11.0,2.0,19.5,38310
306,101746,24,29,7,20.8,20.2,6.6,24.5,39429
306,101748,19,16,10,18.2,11.1,7.5,17.6,35772
306,101750,42,44,14,38.5,28.7,8.4,22.6,37408
306,140704,22,18,12,20.3,12.3,5.2,22.3,38980
306,101753,13,7,2,12.2,4.0,1.5,18.5,38244
306,101756,10,9,3,10.0,6.5,3.0,20.6,40734
306,101758,16,30,4,12.9,12.4,3.4,18.5,35152
306,101759,25,24,6,21.4,12.4,4.6,21.4,37529
306,101760,22,15,4,18.8,9.1,2.2,22.1,39573
306,140674,17,19,10,16.0,14.5,8.8,23.5,32740
306,101767,19,16,3,17.8,10.2,2.3,21.2,35192
306,140683,13,11,1,13.0,5.9,0.3,18.0,37483
306,140840,35,36,9,29.6,21.9,5.5,20.9,37902
306,101772,13,12,1,9.3,8.1,0.6,22.5,38804
306,101773,16,14,5,13.9,8.8,2.8,20.3,32408
306,140841,22,16,7,20.4,11.6,3.6,16.2,38604
306,101774,14,11,3,14.0,6.7,1.7,15.4,31192
306,140967,7,3,4,4.5,3.0,2.0,15.1,37888
306,141118,9,6,4,9.0,3.5,3.2,15.9,41189
306,101776,30,58,11,28.3,36.0,8.1,22.5,30223
306,141119,9,13,3,8.5,10.7,2.9,21.5,37661
306,101778,29,18,5,27.5,10.1,4.2,18.9,34857
306,101779,13,12,3,12.2,8.5,2.8,22.3,38331
306,141120,17,22,2,14.9,16.2,1.6,18.6,38462
306,101781,12,13,5,9.6,7.2,1.5,22.4,38979
306,101783,24,31,17,20.6,21.6,7.8,23.0,38757
306,140717,24,45,25,22.1,26.8,16.5,22.6,39580
306,101785,27,27,19,25.0,20.1,13.8,20.2,36941
306,130915,31,38,5,26.3,28.4,3.8,24.8,44499
306,140113,20,21,9,19.4,14.6,8.0,19.0,37134
306,131925,49,58,14,45.2,39.5,9.2,20.6,37936
306,138687,11,10,6,9.4,10.3,7.0,21.8,41408
306,101787,21,29,8,20.2,18.6,5.3,21.1,38757
306,101788,16,12,5,12.2,6.0,2.2,19.7,38019
306,101790,18,20,5,16.2,9.5,4.1,24.8,35218
306,101791,39,1,12,31.6,0.8,9.1,12.3,28482
306,138335,25,19,7,23.4,12.3,6.1,18.8,32127
306,101792,12,16,6,9.7,6.9,2.8,21.4,38087
306,101793,17,21,5,14.2,10.5,4.1,21.0,37161
306,101794,12,14,6,10.6,9.2,4.2,21.1,37469
306,101795,16,14,3,11.2,8.7,2.2,19.7,40427
306,138612,19,18,7,17.0,11.2,5.6,25.8,38767
306,101797,7,14,7,7.0,7.8,4.3,34.0,38613
306,101798,12,14,2,11.2,8.1,2.0,21.4,40033
306,101799,11,12,4,9.8,7.5,3.6,20.6,43003
306,101800,22,17,11,20.2,11.8,6.1,20.1,34471
306,101801,10,6,6,8.3,2.6,4.0,23.9,40595
306,101802,23,21,8,17.5,10.7,6.4,24.1,37403
306,101803,11,17,2,10.0,11.0,2.0,19.1,37605
306,134449,25,32,8,23.0,16.0,5.0,19.8,34791
306,134475,26,29,8,26.0,18.8,7.0,24.2,33259
306,135151,15,28,7,12.7,18.3,5.5,16.9,38829
306,139094,28,28,9,26.5,23.4,6.9,18.6,37119
306,135525,33,26,13,30.3,16.4,6.7,21.2,38010
306,136566,26,32,8,21.8,22.6,5.6,19.9,27004
306,136225,25,19,12,22.8,14.8,8.0,18.2,34675
306,139074,54,24,18,53.8,23.2,18.0,11.9,39416
306,139906,NA,NA,NA,NA,NA,NA,NA,NA
306,140952,10,3,3,10.0,3.0,3.0,16.9,40911
306,141210,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
306,138187,81,31,45,72.5,20.8,21.9,16.4,40198
306,101811,59,15,25,54.0,11.9,20.4,13.7,40244
306,101813,52,11,21,50.5,9.8,18.1,14.8,39262
306,101814,52,6,17,49.6,6.0,15.4,13.7,38024
306,101815,29,33,13,26.0,18.9,6.0,22.1,34775
306,137959,20,37,8,19.5,19.6,6.9,24.7,39646
306,140517,25,20,10,22.4,13.0,5.6,21.4,36548
306,138178,134,26,49,127.1,21.4,42.0,14.9,42041
306,101819,73,22,24,71.4,18.1,21.8,15.2,41251
306,138221,75,12,24,70.1,8.6,19.9,16.8,41873
306,101821,55,19,11,53.4,14.3,9.5,16.3,36348
306,101823,79,9,15,62.2,5.5,12.4,17.1,42588
306,137754,79,28,19,78.3,27.6,18.7,14.3,40227
306,137772,71,20,22,68.6,16.2,19.2,14.6,42008
306,131280,56,9,18,48.5,8.7,16.6,14.5,42875
306,101849,102,14,59,82.4,11.4,48.2,14.6,40023
306,135249,116,61,17,115.4,57.0,16.8,13.6,41841
306,135311,74,19,41,73.1,16.4,40.3,16.5,40598
306,135654,46,10,22,44.7,8.0,16.9,14.9,38734
306,135955,77,55,8,76.6,44.9,7.5,13.4,40567
306,135968,104,71,24,102.8,57.8,22.3,15.4,37133
306,136203,14,4,12,13.3,3.5,9.5,41.9,45782
306,101851,23,46,7,23.0,41.0,6.1,8.4,39122
306,101852,19,62,5,17.4,46.5,5.0,6.0,41024
306,101853,41,66,13,39.0,65.1,12.2,3.6,39571
306,101854,19,34,3,17.1,26.3,2.8,7.7,43696
306,101855,18,56,5,18.0,42.8,3.7,6.8,44289
306,101856,19,40,7,18.0,32.6,5.6,5.2,41096
307,101858,4,NA,6,3.7,NA,5.6,16.0,44634
307,101860,4,1,9,3.6,0.8,8.0,22.6,49102
307,101861,3,NA,14,3.0,NA,10.3,42.8,47412
307,101862,3,NA,10,3.0,NA,8.8,20.0,48692
307,131753,38,13,5,35.9,12.6,3.9,2.1,49421
307,134597,5,5,1,4.6,5.0,1.0,1.1,46441
307,137569,10,10,3,9.2,9.6,2.3,24.8,39415
307,139699,8,7,2,8.0,7.0,1.5,17.8,33081
307,140963,2,1,1,2.0,0.9,1.0,10.5,SUPP
307,101866,24,13,4,22.0,11.6,3.5,17.2,39950
307,101867,19,16,5,17.0,11.2,4.2,18.5,44318
307,101868,14,14,4,13.8,12.5,3.9,22.5,41254
307,101869,24,19,6,19.0,9.7,5.3,23.2,42639
307,101870,31,30,14,28.2,17.2,9.7,23.0,41530
307,101873,29,16,8,27.8,14.0,7.0,15.7,42211
307,101874,21,16,3,19.4,11.2,2.7,21.1,41375
307,101875,19,9,12,17.7,6.8,9.9,17.5,41106
307,101876,30,19,4,29.4,17.0,3.2,18.6,41056
307,101877,21,14,5,18.8,7.6,4.3,18.6,41068
307,101878,14,16,4,13.0,14.0,3.0,19.1,43279
307,101879,22,18,3,21.2,13.7,3.0,20.2,44483
307,101880,23,16,12,22.2,10.6,10.0,20.0,38370
307,101881,18,22,3,17.1,18.8,2.2,20.0,43668
307,101884,20,17,7,17.9,10.8,4.7,23.5,40386
307,101885,24,13,14,22.6,10.6,9.4,25.9,36368
307,101886,32,16,10,29.2,13.5,8.0,17.9,38266
307,101887,25,15,6,22.9,10.3,5.6,20.5,41452
307,101888,29,30,15,27.2,15.6,10.2,22.2,39553
307,101889,24,24,8,22.8,16.9,7.2,19.1,40167
307,101890,30,15,7,26.8,11.1,7.0,18.4,39879
307,101891,16,11,4,15.3,10.1,3.3,15.6,40900
307,101892,24,15,6,21.9,11.6,5.2,21.0,43386
307,101893,18,12,3,17.4,8.5,3.0,21.6,38315
307,101894,20,13,5,18.9,9.3,4.5,23.3,40184
307,101895,37,11,9,35.9,7.0,8.3,18.8,42448
307,101896,25,12,10,23.4,6.3,8.5,20.4,40122
307,101897,38,15,19,37.6,11.2,14.8,22.4,41808
307,101898,49,33,18,46.8,24.3,15.8,17.2,40778
307,101899,28,22,8,24.9,11.5,6.6,21.3,41712
307,101900,22,12,4,20.8,10.6,3.4,19.5,40900
307,101901,39,12,14,35.0,9.8,11.2,23.5,45975
307,101902,38,28,14,36.2,20.4,11.4,19.6,40415
307,101903,31,13,7,30.2,12.2,6.7,21.3,38948
307,101904,30,16,11,27.7,11.5,10.1,22.8,39590
307,101905,25,20,13,24.0,10.1,11.3,21.4,40522
307,101906,21,12,7,21.0,8.6,6.5,21.0,39339
307,101907,32,12,10,30.7,9.6,8.5,18.8,41125
307,101908,13,14,4,11.2,9.0,3.4,22.4,46606
307,101909,20,10,1,18.7,8.7,0.9,21.2,42496
307,101910,33,21,13,31.2,15.8,11.4,21.7,42908
307,101911,25,13,5,23.1,8.1,4.3,18.6,40556
307,101912,32,19,9,29.6,13.4,9.0,22.2,41214
307,101913,25,18,5,22.5,14.8,3.8,19.0,35642
307,101914,19,15,9,18.2,12.6,6.9,18.4,43848
307,139488,24,9,4,20.8,7.5,3.4,18.9,38327
307,101916,15,7,6,14.6,6.8,5.1,21.8,42315
307,131144,46,27,17,44.2,18.5,15.0,17.4,41065
307,101919,18,9,9,17.4,6.9,7.7,25.0,39438
307,101920,19,11,4,18.4,8.6,3.7,24.2,39818
307,101921,23,14,6,21.4,8.7,5.5,20.6,42916
307,101922,11,6,7,10.0,5.4,6.0,22.4,42310
307,101923,26,15,5,24.0,9.7,3.7,24.7,41094
307,101924,25,16,10,22.8,12.1,8.4,23.3,42348
307,101925,31,19,5,26.9,14.2,4.1,20.9,42843
307,101926,23,11,7,23.0,9.9,5.1,20.7,37431
307,101927,25,13,10,22.6,8.5,7.6,19.8,40389
307,134217,14,10,7,13.2,6.3,6.0,17.4,38696
307,135482,14,11,5,13.6,9.5,4.7,28.4,37085
307,136445,39,15,4,36.9,12.4,3.9,20.7,38148
307,139725,46,4,5,30.4,2.2,5.0,12.3,37869
307,101928,82,12,22,80.2,9.4,21.5,13.2,44817
307,101930,97,18,24,92.8,14.6,21.5,13.7,45813
307,137729,112,27,36,107.1,24.2,33.2,14.3,43125
307,101932,104,36,35,102.2,34.5,33.3,12.9,42733
307,131310,75,11,28,72.6,10.1,24.2,14.6,45520
307,137546,108,24,36,102.3,19.8,33.6,14.5,43943
307,101934,116,13,31,114.2,12.2,28.0,16.5,46073
307,136737,17,7,3,16.2,6.2,3.0,26.3,41691
307,101936,21,21,8,20.5,15.5,5.4,18.7,41447
307,101937,18,12,7,17.6,9.3,5.8,23.2,42614
307,101938,18,26,6,17.0,17.9,5.4,21.6,43120
307,101939,104,23,32,101.0,19.1,29.7,13.6,41903
307,101940,142,19,31,127.2,18.5,28.6,14.3,43033
307,101941,103,25,32,96.0,18.9,25.1,14.6,44406
307,137221,114,11,33,111.2,8.7,30.6,13.9,44240
307,101943,75,18,25,69.4,15.6,24.8,12.9,43281
307,134369,88,44,45,87.2,41.8,44.0,15.9,42840
307,101965,24,37,12,22.8,28.4,8.9,6.4,47226
307,101966,24,41,8,23.5,37.4,7.9,5.7,45234
307,101968,24,39,17,22.5,32.4,14.0,4.6,44838
307,101969,15,20,19,14.2,17.1,12.5,6.1,49014
307,101970,20,28,5,16.9,24.0,4.3,4.9,44809
307,101971,19,52,5,16.6,40.8,4.3,5.3,46532
308,101972,21,14,5,20.8,14.0,5.0,4.1,42416
308,136952,15,9,2,15.0,8.5,2.0,18.0,32074
308,101981,23,22,8,21.9,12.8,3.9,15.9,35488
308,101982,23,34,10,21.6,25.7,7.5,19.2,35296
308,101983,20,33,6,18.4,27.4,5.7,16.8,38889
308,101984,27,32,14,23.3,22.0,7.5,19.1,37116
308,138203,14,11,3,14.0,10.9,2.7,14.9,32634
308,138381,6,4,2,6.0,3.5,1.1,12.5,34591
308,141017,9,9,3,6.0,8.5,2.3,23.5,44950
308,101987,38,35,12,35.1,33.8,10.9,16.9,37034
308,101988,34,44,7,30.0,35.2,5.9,16.9,38459
308,101989,34,31,8,29.9,21.3,6.2,20.0,40731
308,101990,33,24,5,28.9,23.1,4.1,14.8,42330
308,101991,41,54,12,37.5,31.5,10.6,18.7,41698
308,101992,28,22,4,26.2,21.7,4.0,17.5,39168
308,101993,40,39,16,37.0,34.7,11.7,17.0,35202
308,101994,15,10,1,12.3,7.7,1.0,17.2,40141
308,101995,34,59,12,32.1,56.3,10.6,16.8,33738
308,101996,18,19,3,15.0,11.1,2.4,24.1,32125
308,101997,16,21,11,12.6,12.6,8.6,23.7,28588
308,101998,37,68,11,32.7,42.4,9.7,19.1,37334
308,101999,40,23,12,32.6,13.9,9.0,17.5,37075
308,102002,35,38,7,32.9,30.9,6.7,18.5,37287
308,102003,30,20,6,28.6,15.0,4.9,16.7,40450
308,102004,19,19,6,18.6,14.1,5.0,21.0,38625
308,102005,25,31,10,24.4,24.8,8.0,16.3,34511
308,102006,21,22,9,16.9,17.4,7.5,17.7,41792
308,102007,29,16,7,25.2,9.3,5.6,16.7,36401
308,102010,45,48,9,42.7,35.8,7.1,13.9,36140
308,102011,39,16,17,36.7,12.3,13.5,18.6,34887
308,102012,32,32,5,28.8,24.5,4.6,15.7,37133
308,102013,61,57,18,54.7,44.1,13.9,16.2,39592
308,102014,36,32,7,31.7,25.8,4.6,14.1,41159
308,102015,37,30,12,31.0,23.8,9.2,17.9,47810
308,102016,40,23,8,33.2,16.5,6.6,21.7,37238
308,102017,27,36,8,24.0,29.4,5.6,18.9,37918
308,136284,48,41,23,47.8,38.3,19.1,18.2,33277
308,102019,34,17,14,33.0,12.6,12.9,19.9,39506
308,102020,36,26,18,32.6,21.5,10.2,16.4,37163
308,102021,29,15,17,28.2,14.4,14.9,22.9,33907
308,102022,21,24,7,18.7,17.0,5.6,18.0,38879
308,102023,44,53,15,39.4,40.4,14.9,18.7,40941
308,102024,37,40,15,34.7,29.0,11.6,17.8,40845
308,102025,31,27,11,28.7,17.7,8.2,20.9,37787
308,130933,29,23,12,25.7,18.8,8.4,17.8,39059
308,131657,26,27,10,24.7,20.7,8.8,17.8,36356
308,131407,42,45,10,38.8,30.9,7.9,13.5,34645
308,132203,27,20,11,26.2,14.6,9.3,19.8,38068
308,133520,25,27,8,22.5,25.5,7.6,19.4,34047
308,134307,22,23,9,20.3,19.9,7.9,21.4,37588
308,102026,20,14,4,19.4,11.7,3.9,18.0,39947
308,102027,9,5,2,6.7,3.6,1.9,14.0,42163
308,102028,14,12,10,11.3,7.1,6.3,20.9,45480
308,102029,20,25,5,19.7,17.9,3.8,22.5,36971
308,102030,13,8,5,10.3,4.3,4.5,20.2,43174
308,102031,12,13,6,10.8,9.4,5.6,22.4,41160
308,102032,24,33,8,22.9,20.7,6.7,18.6,37563
308,102033,11,11,3,9.8,6.7,2.6,21.2,39009
308,102034,24,23,8,17.8,13.3,6.0,21.0,39134
308,102035,28,22,7,23.5,12.8,5.3,18.0,38648
308,102036,29,14,2,24.4,12.7,1.8,18.1,38049
308,102037,20,22,9,19.1,15.9,5.7,22.4,40137
308,102038,31,26,7,27.2,19.4,5.9,23.8,35500
308,102039,21,24,6,20.0,16.9,5.3,21.0,38262
308,102040,10,8,4,10.0,6.0,2.8,20.8,41248
308,102041,35,30,14,31.2,21.0,9.7,21.3,34901
308,102042,38,37,9,33.5,28.2,6.0,13.4,34692
308,131528,47,69,10,41.9,65.9,9.5,20.3,39230
308,135535,43,53,13,38.8,38.4,9.3,16.5,38231
308,139599,16,8,1,16.0,7.8,1.0,10.8,38107
308,139815,18,4,5,17.8,4.0,4.2,14.2,45288
308,102043,121,57,56,115.3,47.9,54.6,14.7,35174
308,136327,110,19,38,106.0,17.5,32.9,13.8,40366
308,102045,120,27,37,111.4,23.4,32.3,13.9,41309
308,102047,88,19,50,84.0,18.2,30.6,18.0,40637
308,102048,79,12,25,72.5,6.8,21.7,15.5,42726
308,102049,85,24,38,78.6,18.8,31.5,16.4,40345
308,102050,103,10,37,102.6,9.7,35.7,12.4,35839
308,132256,103,39,37,91.3,28.0,31.8,16.6,41850
308,102052,45,9,27,43.7,7.4,23.8,16.6,44261
308,102053,66,20,35,63.6,18.9,33.0,16.1,39671
308,102054,17,19,9,14.6,16.9,6.1,14.3,35192
308,102055,92,3,42,85.5,2.6,32.4,16.0,41336
308,102056,69,20,19,67.5,19.0,19.0,12.3,40829
308,102058,76,15,24,73.9,12.8,23.6,14.5,36988
308,137094,81,16,34,74.8,12.2,24.9,14.7,41050
308,134311,68,22,19,63.4,21.4,16.7,16.5,40692
308,135958,102,67,28,99.2,57.8,26.3,14.4,40920
308,136147,98,30,29,95.1,27.4,26.9,14.6,42421
308,136157,57,22,33,55.6,20.6,32.0,12.0,41134
308,102066,22,32,6,21.3,28.6,5.3,4.9,43259
308,102067,20,33,17,19.9,31.1,17.0,7.3,39457
308,102068,11,11,4,11.0,11.0,3.5,3.7,40511
308,102069,14,17,5,13.3,15.7,5.0,7.1,42898
308,102070,24,65,8,22.5,47.6,5.3,4.8,38449
308,130958,24,40,13,23.4,36.0,10.9,4.7,40305
309,102071,5,8,22,5.0,5.6,19.8,18.1,42931
309,102072,7,11,11,6.5,10.0,9.4,12.4,46641
309,102073,5,8,19,4.5,5.1,15.8,15.8,46571
309,131584,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
309,140665,7,11,5,6.6,11.0,4.8,8.5,46649
309,102078,13,7,7,9.6,5.3,3.9,22.7,38238
309,102079,14,8,9,11.7,4.7,6.8,16.8,41706
309,102080,17,9,1,14.1,6.2,1.0,16.7,42324
309,102081,12,13,13,10.5,8.5,10.5,23.1,48345
309,102084,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
309,102085,21,15,8,20.0,10.1,7.3,9.8,44690
309,136808,8,5,4,7.4,4.4,3.1,16.1,39403
309,141209,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
309,102087,24,20,6,23.3,16.2,5.5,19.7,39255
309,138446,17,34,2,16.8,25.7,2.0,23.0,39948
309,102091,23,21,14,21.8,13.8,11.2,21.8,46355
309,138447,25,19,7,23.1,16.1,6.3,18.1,40782
309,102092,25,29,13,23.0,18.5,8.7,17.8,37863
309,102094,25,22,11,24.2,13.8,9.6,19.0,44005
309,138588,22,18,14,20.8,15.0,11.0,27.3,44157
309,102097,32,30,8,30.8,24.5,6.7,21.3,42084
309,138589,19,15,8,19.0,11.4,6.2,23.7,39937
309,102098,25,15,10,22.2,6.7,7.7,18.9,42058
309,139240,14,9,5,13.2,6.9,4.6,15.4,39544
309,102106,20,8,3,16.7,6.8,3.0,20.8,40812
309,102107,15,12,9,13.5,7.7,7.7,21.3,47600
309,102110,13,5,6,11.9,4.4,5.5,20.3,41478
309,102111,10,10,13,10.0,7.8,11.1,20.5,43747
309,102112,8,10,4,8.0,7.7,3.9,27.1,42959
309,102115,15,10,8,13.6,7.0,5.7,16.4,44462
309,102120,22,11,9,20.5,9.5,8.0,20.3,39599
309,102121,42,38,10,40.7,29.6,8.6,21.2,41513
309,102124,26,24,15,24.7,20.0,11.8,22.1,41583
309,102125,28,16,6,24.3,11.6,5.2,18.3,45275
309,102127,9,7,4,8.4,4.7,3.9,25.2,45126
309,102128,30,19,10,25.5,13.3,9.3,22.2,43056
309,102129,21,19,11,19.5,13.7,8.9,20.4,41603
309,102130,19,20,5,15.7,11.0,4.6,18.5,41209
309,102131,26,39,10,23.9,24.9,7.3,19.1,43145
309,130358,18,15,4,16.8,10.5,3.6,20.9,39361
309,131096,20,9,11,19.0,6.9,7.6,20.2,46082
309,131478,18,13,8,16.5,9.6,7.0,25.3,37039
309,131595,32,21,10,31.1,21.0,10.0,20.6,46787
309,131731,24,10,11,22.0,8.1,8.5,19.2,45254
309,131879,32,31,11,29.1,23.2,8.9,22.7,42655
309,131871,28,23,7,22.0,10.0,5.9,19.1,44608
309,132253,27,12,12,26.6,9.3,10.2,16.6,38902
309,102132,12,14,2,10.8,10.5,2.0,20.9,39078
309,133707,54,59,22,45.8,45.7,19.2,14.4,43662
309,139176,13,7,8,12.2,4.9,6.7,16.8,41826
309,102135,21,7,8,18.6,5.4,6.8,23.5,39166
309,102136,12,14,4,10.5,7.9,2.9,23.9,39257
309,139169,15,5,4,13.2,3.5,3.1,17.2,41767
309,102139,33,33,13,30.2,19.7,11.4,15.8,41267
309,139175,12,11,6,10.0,8.0,4.6,20.7,42920
309,139177,12,11,1,10.7,7.2,1.0,21.0,40875
309,102142,24,12,8,21.1,8.3,7.0,20.2,39818
309,102143,19,22,4,18.2,17.6,4.0,19.2,39956
309,102144,23,10,5,21.8,9.5,4.7,16.9,40065
309,102145,13,14,4,11.6,8.3,3.0,20.4,42182
309,102146,10,3,4,8.5,2.1,3.7,23.6,42728
309,102147,12,13,4,9.5,9.2,3.0,21.4,50130
309,102148,11,7,6,9.3,3.3,4.8,18.5,44552
309,102149,18,15,7,17.2,11.7,5.3,17.3,43661
309,102150,16,7,6,13.4,4.5,4.5,15.8,43639
309,102151,14,12,3,12.3,6.5,2.2,19.4,43872
309,102152,15,18,4,13.7,7.2,2.9,16.2,42954
309,134680,21,18,5,19.7,17.0,3.9,20.5,37970
309,134681,21,21,10,20.2,13.0,9.6,21.3,42183
309,140935,8,NA,1,8.0,NA,1.0,11.1,46307
309,140968,5,3,2,5.0,3.0,2.0,15.8,53871
309,102153,82,16,35,76.6,14.3,34.0,12.8,43917
309,102154,96,17,32,91.6,15.8,29.5,15.7,43770
309,102155,69,19,35,66.3,17.0,33.9,15.5,47499
309,102156,127,23,37,117.5,20.2,33.3,14.0,45342
309,102157,116,21,24,115.8,19.8,22.5,10.7,44415
309,137745,56,25,27,54.8,23.1,25.9,14.8,44497
309,137531,107,25,36,100.7,20.2,32.7,14.3,43146
309,131757,74,35,40,69.7,32.5,31.1,14.9,47229
309,139362,63,12,16,61.5,11.3,15.5,14.2,40204
309,139363,79,47,30,72.8,43.1,25.6,NA,42052
309,139616,73,37,30,71.8,34.3,28.3,13.5,40375
309,133386,97,22,28,97.0,18.7,26.5,11.6,44120
309,102175,20,23,7,17.5,18.4,6.2,4.0,48161
309,102176,18,36,7,15.4,30.6,6.0,5.7,52045
309,102177,27,40,21,22.6,31.9,16.3,4.4,44375
309,102178,31,41,9,24.5,33.9,8.3,4.9,48993
310,133668,NA,NA,4,NA,NA,3.3,NA,NA
310,102180,12,16,3,9.3,10.9,2.6,6.9,40167
310,139925,14,6,9,11.4,4.8,6.6,0.2,38337
310,140657,33,27,21,27.5,17.2,15.7,18.1,38944
310,102181,14,19,6,13.2,10.8,4.7,20.6,34484
310,141071,20,28,8,19.4,18.7,5.3,24.4,36882
310,102185,32,21,9,27.0,13.5,7.7,16.8,36959
310,102186,27,24,9,23.7,14.8,6.8,22.4,36114
310,102187,24,10,14,20.8,5.5,7.5,23.3,37314
310,102188,17,20,7,16.6,13.1,5.8,21.3,38684
310,102189,28,19,18,26.8,12.9,14.4,20.1,38738
310,102193,28,9,5,23.8,5.6,4.0,17.7,39966
310,102194,21,19,6,19.6,9.6,4.0,20.1,39156
310,102195,31,30,10,29.2,20.8,7.3,23.6,35548
310,102197,20,23,6,16.4,12.3,4.4,22.3,39627
310,102199,33,44,14,31.0,29.1,10.3,23.0,37549
310,102200,19,20,5,16.5,11.1,3.0,24.4,38033
310,102202,31,34,8,28.3,23.1,7.2,20.4,36802
310,141054,32,32,16,30.5,21.0,12.8,21.1,40043
310,102204,36,15,10,30.6,9.2,7.1,22.5,37864
310,102207,21,22,7,17.5,10.1,6.4,21.9,38232
310,102209,18,14,11,14.4,10.9,10.4,23.8,41722
310,102211,40,52,20,36.0,30.4,16.3,19.8,39738
310,102212,18,19,6,15.4,12.9,4.0,21.5,39590
310,102213,36,45,9,32.4,25.5,7.0,20.1,40686
310,102214,41,32,16,36.4,16.2,9.1,20.9,37188
310,102215,19,14,10,17.1,9.6,6.2,17.1,36920
310,102216,41,35,8,32.4,20.4,5.4,19.6,40456
310,102219,26,24,6,22.5,13.6,4.3,18.2,35718
310,102220,12,16,5,11.6,11.3,3.5,20.5,37788
310,102221,15,15,6,13.6,10.4,3.6,19.6,38630
310,102222,31,21,13,27.5,14.6,11.1,20.7,35878
310,102223,29,29,8,25.0,18.5,5.6,21.4,38091
310,102224,32,33,7,29.4,18.0,5.7,20.5,37409
310,102226,17,18,5,15.9,11.3,4.2,20.5,32310
310,131316,20,8,6,18.4,5.2,4.6,19.9,39896
310,102229,24,23,4,21.7,14.0,2.7,19.6,39034
310,102230,24,18,6,19.0,9.7,2.9,22.4,37174
310,102231,22,16,6,19.9,10.6,5.5,22.7,42366
310,102232,26,18,11,22.0,10.7,8.1,20.9,38733
310,102233,19,25,5,17.0,13.2,3.2,25.1,39724
310,102234,20,26,10,17.5,10.8,7.9,26.8,38597
310,131229,15,7,8,11.0,4.4,5.3,20.0,38298
310,134929,22,20,6,20.6,12.1,4.0,20.1,38004
310,131577,25,27,11,22.8,18.5,9.6,23.3,37449
310,138688,14,10,4,12.2,7.6,3.5,24.8,36008
310,135211,35,44,9,33.1,29.2,8.0,17.7,38955
310,138227,30,9,8,28.8,8.0,8.0,17.3,38237
310,137204,117,26,51,109.6,18.9,42.3,14.5,38292
310,137075,113,14,35,106.3,10.6,27.4,14.8,41014
310,137199,76,26,26,72.6,17.3,23.2,14.7,41571
310,137028,139,35,60,128.7,22.5,40.0,14.5,39618
310,102239,122,49,31,113.9,33.9,25.2,14.5,36864
310,137198,84,23,40,78.3,15.5,30.4,13.5,42223
310,137178,87,24,22,81.2,18.4,19.4,13.2,39167
310,137177,65,13,29,60.6,9.2,21.7,13.1,41467
310,102243,51,17,16,48.3,12.2,11.3,15.4,44040
310,138458,39,19,17,36.9,13.7,15.0,17.4,40002
310,102260,26,29,12,26.0,27.3,9.8,5.7,40294
310,140122,17,18,13,14.6,17.2,9.4,5.5,40983
310,133317,19,22,4,16.2,20.1,2.7,4.4,38930
310,133316,23,3,44,21.1,1.5,39.2,4.5,36485
311,131193,29,9,6,29.0,9.0,6.0,1.7,44004
311,139406,13,11,4,11.4,5.9,2.8,31.3,40716
311,102268,21,14,4,14.6,9.6,3.3,20.6,37804
311,140022,14,15,4,14.0,11.7,2.6,19.9,40088
311,102269,27,24,5,24.6,16.3,4.4,18.3,38302
311,102270,22,14,2,17.5,6.2,2.0,20.7,38904
311,102271,15,11,2,12.4,8.1,1.7,21.7,39484
311,102272,21,21,7,18.4,17.8,5.3,20.5,38301
311,102273,22,14,5,17.5,9.2,3.7,20.3,36153
311,140818,12,14,3,9.6,8.4,2.6,24.0,37196
311,102276,25,33,7,19.9,20.3,4.6,22.8,38067
311,102277,29,27,10,24.8,11.5,9.5,15.7,35608
311,141173,13,15,4,11.9,8.2,3.1,21.8,39880
311,102278,21,24,3,17.4,14.3,2.9,20.1,36986
311,102280,16,16,5,11.3,10.5,3.6,20.6,38738
311,102281,15,12,5,12.7,6.4,3.8,22.6,37743
311,102282,11,12,6,11.0,7.9,3.8,22.5,42174
311,102283,12,9,3,11.6,5.8,3.0,19.1,38724
311,102284,14,11,3,11.4,7.4,2.9,21.3,37869
311,102285,8,9,2,7.4,5.3,1.9,24.3,43589
311,102289,14,18,7,10.4,14.8,6.1,19.8,37763
311,102291,37,46,10,33.8,23.9,7.8,19.6,37038
311,102294,19,13,6,16.6,7.5,4.3,21.5,37313
311,102295,14,18,2,11.4,10.9,1.3,23.1,39616
311,102299,22,13,5,19.9,11.0,4.2,23.3,38245
311,102300,21,28,4,19.0,17.4,2.6,20.3,37755
311,141299,17,18,3,12.9,10.5,2.1,19.1,39243
311,102303,21,15,3,17.5,7.8,2.6,20.9,38186
311,102304,14,16,4,12.4,10.3,3.0,23.2,37460
